Full_TRT,Pop,trt,egg,tad,loc,ind,DateColl,JulDateCol,Date_Hatch,Jul_hatch,Date_AccStart,JulDate_AccStart,Age_Start,outcome,Date_death,Jul_Death,Date_metamorph,Jul_metamorph,time,Cause,MM_total,MM_tail,MM_weight,Final_date,Jul_Final,Final_SVL,Final_weight,observer,,
4-0-PWL-4,PWL,fourzero,4,0,inland,4,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,50.04,30.75,0.631,25-Jul,42941.00,17.43,0.404,,,
4-0-PWL-5,PWL,fourzero,4,0,inland,5,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,26-Jul,42942.00,42942,,51.73,31.48,0.766,29-Jul,42945.00,18.16,0.441,,,
4-0-PWL-6,PWL,fourzero,4,0,inland,6,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,24-Jul,42940,,,42940,euth,,,,,,,,,,
4-0-PWL-7,PWL,fourzero,4,0,inland,7,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,21-Jul,42937.00,42937,,48.9,32.96,0.648,24-Jul,42940.00,17.12,0.39,,,
4-0-PWL-8,PWL,fourzero,4,0,inland,8,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,25-Jul,42941.00,42941,,47.03,31.01,0.625,27-Jul,42943.00,17.32,0.396,,,
4-0-PWL-9,PWL,fourzero,4,0,inland,9,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,50.6,34.54,0.683,27-Jul,42943.00,17.69,0.395,,,
4-0-PWL-10,PWL,fourzero,4,0,inland,10,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,49.04,33.32,0.622,26-Jul,42942.00,17.6,0.345,,,
4-0-PWL-11,PWL,fourzero,4,0,inland,11,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-0-PWL-12,PWL,fourzero,4,0,inland,12,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,47.82,32.09,0.593,26-Jul,42942.00,16.51,0.356,,,
4-0-PWL-13,PWL,fourzero,4,0,inland,13,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-0-PWL-14,PWL,fourzero,4,0,inland,14,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-0-PWL-15,PWL,fourzero,4,0,inland,15,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,51.94,33.96,0.826,27-Jul,42943.00,18.2,0.424,,,
4-4-PWL-1,PWL,fourfour,4,4,inland,1,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,md,,,23-Jul,42939.00,42939,euth,48.31,32.26,0.653,,,,,,,
4-4-PWL-2,PWL,fourfour,4,4,inland,2,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,46.9,30.66,0.707,27-Jul,42943.00,18.11,0.355,,,
4-4-PWL-3,PWL,fourfour,4,4,inland,3,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,26-Jul,42942.00,42942,,48.07,31.45,0.61,29-Jul,42945.00,16.17,0.331,,,
4-4-PWL-4,PWL,fourfour,4,4,inland,4,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,49.09,33.78,0.682,27-Jul,42943.00,17.53,0.374,,,
4-4-PWL-5,PWL,fourfour,4,4,inland,5,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,49.79,34.49,0.673,27-Jul,42943.00,16.96,0.355,,,
4-4-PWL-6,PWL,fourfour,4,4,inland,6,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,45.52,28.26,0.58,25-Jul,42941.00,18.2,0.379,,,
4-4-PWL-7,PWL,fourfour,4,4,inland,7,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,47.05,34.56,0.578,26-Jul,42942.00,16.47,0.338,,,
4-4-PWL-8,PWL,fourfour,4,4,inland,8,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,49.04,35,0.591,26-Jul,42942.00,16.44,0.343,,,
4-4-PWL-9,PWL,fourfour,4,4,inland,9,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,44.92,28.82,0.57,27-Jul,42943.00,15.85,0.346,,,
4-4-PWL-10,PWL,fourfour,4,4,inland,10,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,26-Jun,42912,,,42912,accident,,,,,,,,,,
4-4-PWL-11,PWL,fourfour,4,4,inland,11,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,25-Jul,42941.00,42941,,48.36,32.45,0.6,29-Jul,42945.00,16.24,0.312,,,
4-4-PWL-12,PWL,fourfour,4,4,inland,12,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,24-Jul,42940.00,42940,,50.07,34.78,0.725,27-Jul,42943.00,16.89,0.369,,,
4-4-PWL-13,PWL,fourfour,4,4,inland,13,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-4-PWL-14,PWL,fourfour,4,4,inland,14,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-4-PWL-15,PWL,fourfour,4,4,inland,15,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,a,20-Jul,42936,,,42936,a,,,,,,,,,,
4-6-PWL-1,PWL,foursix,4,6,inland,1,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,23-Jul,42939.00,42939,,46.55,32.13,0.622,25-Jul,42941.00,17.16,0.366,,,
4-6-PWL-2,PWL,foursix,4,6,inland,2,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,26-Jul,42942.00,42942,,46.37,32.93,0.601,28-Jul,42944.00,16.69,0.363,,,
4-6-PWL-3,PWL,foursix,4,6,inland,3,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,28-Jun,42914,,,42914,n,,,,,,,,,,
4-6-PWL-4,PWL,foursix,4,6,inland,4,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,25-Jul,42941.00,42941,,46.18,30.9,0.59,28-Jul,42944.00,17.07,0.338,,,
4-6-PWL-5,PWL,foursix,4,6,inland,5,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,m,,,26-Jul,42942.00,42942,,46.8,31.98,0.605,29-Jul,42945.00,15.98,0.36,,,
4-8-PWL-1,PWL,foureight,4,8,inland,1,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,2-Jul,42918,,,42918,h20 not changed,,,,,,,,,,
4-8-PWL-2,PWL,foureight,4,8,inland,2,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,3-Jul,42919,,,42919,n,,,,,,,,,,
4-8-PWL-3,PWL,foureight,4,8,inland,3,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,2-Jul,42918,,,42918,h20 not changed,,,,,,,,,,
4-8-PWL-4,PWL,foureight,4,8,inland,4,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,2-Jul,42918,,,42918,h20 not changed,,,,,,,,,,
4-8-PWL-5,PWL,foureight,4,8,inland,5,6-Jun,42892.00,6/12/17,42898.00,21-Jun,42907.00,15.00,d,7-Jul,42923,,,42923,n,,,,,,,,,,
0-0-LO-1,LOW,zerozero,0,0,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-0-LO-2,LOW,zerozero,0,0,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-0-LO-3,LOW,zerozero,0,0,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-0-LO-4,LOW,zerozero,0,0,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,12-Aug,42959,,,42959,u,,,,,,,,,,
0-0-LO-5,LOW,zerozero,0,0,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,2-Sep,42980.00,42980,,53.78,35.08,1.007,7-Sep,42985.00,18.28,0.595,,,
0-0-LO-6,LOW,zerozero,0,0,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,2-Sep,42980.00,42980,,55.49,39.85,0.916,5-Sep,42983.00,18.97,0.557,,,
0-0-LO-7,LOW,zerozero,0,0,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,8-Sep,42986.00,42986,,57.05,41.84,1.315,12-Sep,42990.00,19.6,0.753,,,
0-0-LO-8,LOW,zerozero,0,0,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,1-Sep,42979.00,42979,,56.65,39.27,1.102,5-Sep,42983.00,20.64,0.675,,,
0-0-LO-9,LOW,zerozero,0,0,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,2-Sep,42980.00,42980,,57.15,36.72,1.044,5-Sep,42983.00,19.99,0.62,,,
0-0-LO-10,LOW,zerozero,0,0,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,2-Sep,42980.00,42980,,56.67,37.37,1.04,5-Sep,42983.00,19.97,0.647,,,
0-0-LO-11,LOW,zerozero,0,0,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-0-LO-12,LOW,zerozero,0,0,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-0-LO-13,LOW,zerozero,0,0,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-0-LO-14,LOW,zerozero,0,0,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-0-LO-15,LOW,zerozero,0,0,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-4-LO-1,LOW,zerofour,0,4,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,7-Sep,42985,5-Sep,42983.00,42985,,53.04,38.54,0.835,,,,,,euthanized due to deformities,
0-4-LO-2,LOW,zerofour,0,4,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-4-LO-3,LOW,zerofour,0,4,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,9-Sep,42987.00,42987,,60.28,40.66,0.996,13-Sep,42991.00,19.36,0.609,,,
0-4-LO-4,LOW,zerofour,0,4,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,4-Sep,42982.00,42982,,59.88,40.62,0.933,7-Sep,42985.00,19.4,0.59,,,
0-4-LO-5,LOW,zerofour,0,4,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,5-Sep,42983.00,42983,,57.15,42.38,0.892,11-Sep,42989.00,17.5,0.521,,wonky legs,
0-4-LO-6,LOW,zerofour,0,4,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-4-LO-7,LOW,zerofour,0,4,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,3-Sep,42981.00,42981,fung,61.1,43.11,1.294,8-Sep,42986.00,19.84,0.722,,,
0-4-LO-8,LOW,zerofour,0,4,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,4-Aug,42951,,,42951,dechlor,,,,,,,,,,
0-4-LO-9,LOW,zerofour,0,4,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,8-Sep,42986.00,42986,,59.78,44.45,0.992,12-Sep,42990.00,18.38,0.565,,club leg,
0-4-LO-10,LOW,zerofour,0,4,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,9-Sep,42987.00,42987,,58.12,38.98,0.94,13-Sep,42991.00,18.37,0.543,,,
0-4-LO-11,LOW,zerofour,0,4,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,4-Aug,42951,,,42951,dechlor,,,,,,,,,,
0-4-LO-12,LOW,zerofour,0,4,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-4-LO-13,LOW,zerofour,0,4,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
0-4-LO-14,LOW,zerofour,0,4,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-4-LO-15,LOW,zerofour,0,4,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
0-6-LO-1,LOW,zerosix,0,6,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,4-Aug,42951,,,42951,n,,,,,,,,,,
0-6-LO-2,LOW,zerosix,0,6,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-6-LO-3,LOW,zerosix,0,6,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,5-Aug,42952,,,42952,u,,,,,,,,,,
0-6-LO-4,LOW,zerosix,0,6,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-6-LO-5,LOW,zerosix,0,6,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
0-8-LO-1,LOW,zeroeight,0,8,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,5-Aug,42952,,,42952,u,,,,,,,,,,
0-8-LO-2,LOW,zeroeight,0,8,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,9-Aug,42956,,,42956,u,,,,,,,,,,
0-8-LO-3,LOW,zeroeight,0,8,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,17-Aug,42964,,,42964,n,,,,,,,,,,
0-8-LO-4,LOW,zeroeight,0,8,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,17-Aug,42964,,,42964,n,,,,,,,,,,
0-8-LO-5,LOW,zeroeight,0,8,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,14-Aug,42961,,,42961,,,,,,,,,,,
4-0-LO-1,LOW,fourzero,4,0,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,52.65,33.93,0.862,4-Sep,42982.00,18.39,0.499,,wonky legs,
4-0-LO-2,LOW,fourzero,4,0,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,11-Aug,42958,,,42958,u,,,,,,,,,,
4-0-LO-3,LOW,fourzero,4,0,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,29-Aug,42976.00,42976,,56.12,39.45,0.914,2-Sep,42980.00,19.52,0.562,,,
4-0-LO-4,LOW,fourzero,4,0,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,1-Sep,42979.00,42979,,53.46,35.7,0.88,4-Sep,42982.00,19.88,0.552,,,
4-0-LO-5,LOW,fourzero,4,0,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,31-Aug,42978,,,42978,n,,,,,,,,,appeared to metamorphose but then drown - deformed legs,
4-0-LO-6,LOW,fourzero,4,0,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,50.12,35.65,0.774,3-Sep,42981.00,17.11,0.474,,,
4-0-LO-7,LOW,fourzero,4,0,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
4-0-LO-8,LOW,fourzero,4,0,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,3-Sep,42981.00,42981,,53.5,33.32,1.061,7-Sep,42985.00,19.84,0.615,,,
4-0-LO-9,LOW,fourzero,4,0,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,3-Sep,42981.00,42981,,55.26,36.98,1.01,7-Sep,42985.00,18.98,0.589,,,
4-0-LO-10,LOW,fourzero,4,0,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,4-Sep,42982.00,42982,,57.82,41.42,1.064,7-Sep,42985.00,21.1,0.646,,wonky leg,
4-0-LO-11,LOW,fourzero,4,0,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,2-Sep,42980,29-Aug,42976.00,42976,,51.32,33.48,0.722,,,,,,wonky leg,
4-0-LO-12,LOW,fourzero,4,0,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-0-LO-13,LOW,fourzero,4,0,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-0-LO-14,LOW,fourzero,4,0,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,10-Aug,42957,,,42957,fung,,,,,,,,,,
4-0-LO-15,LOW,fourzero,4,0,inland,15,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,50.93,35.83,0.78,2-Sep,42980.00,17.26,0.521,,wonky legs,
4-4-LO-1,LOW,fourfour,4,4,inland,1,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-LO-2,LOW,fourfour,4,4,inland,2,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,5-Sep,42983.00,42983,,55.24,35.58,0.924,8-Sep,42986.00,18.24,0.612,,,
4-4-LO-3,LOW,fourfour,4,4,inland,3,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,2-Aug,42949,,,42949,accident,,,,,,,,,,
4-4-LO-4,LOW,fourfour,4,4,inland,4,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,28-Aug,42975.00,42975,,54.92,32.58,0.857,2-Sep,42980.00,16.61,0.382,,wonky legs,
4-4-LO-5,LOW,fourfour,4,4,inland,5,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-LO-6,LOW,fourfour,4,4,inland,6,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,4-Sep,42982,31-Aug,42978.00,42978,,53.92,38.21,0.909,,,,,,wonky legs,
4-4-LO-7,LOW,fourfour,4,4,inland,7,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,30-Aug,42977.00,42977,,51.88,34.59,0.804,2-Sep,42980.00,18.43,0.51,,wonky legs,
4-4-LO-8,LOW,fourfour,4,4,inland,8,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,d,3-Aug,42950,,,42950,dechlor,,,,,,,,,,
4-4-LO-9,LOW,fourfour,4,4,inland,9,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,1-Sep,42979,30-Aug,42977.00,42977,n,47.26,30.93,0.713,,,,,,wonky legs,
4-4-LO-10,LOW,fourfour,4,4,inland,10,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,md,4-Sep,42982,31-Aug,42978.00,42978,,53.79,40.33,0.806,,,,,,euthanized due to deformities,
4-4-LO-11,LOW,fourfour,4,4,inland,11,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
4-4-LO-12,LOW,fourfour,4,4,inland,12,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,5-Sep,42983.00,42983,,53.86,33.3,1.023,11-Sep,42989.00,16.82,0.494,,wonky legs,
4-4-LO-13,LOW,fourfour,4,4,inland,13,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,m,,,26-Aug,42973.00,42973,,51.89,34.54,0.733,29-Aug,42976.00,19.23,0.476,,,
4-4-LO-14,LOW,fourfour,4,4,inland,14,17-Jul,42933.00,7/20/17,42936.00,1-Aug,42948.00,15.00,a,,,,,,,,,,,,,,,,
